"Year","Country Name","Country Code","Adolescent fertility rate (births per 1,000 women ages 15-19)","Agriculture, value added (% of GDP)","Exports of goods and services (% of GDP)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","GDP (current US$)","GDP growth (annual %)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","Immunization, measles (% of children ages 12-23 months)","Imports of goods and services (% of GDP)","Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Internet users (per 100 people)","Life expectancy at birth, total (years)","Merchandise trade (% of GDP)","Military expenditure (% of GDP)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000)","Population growth (annual %)","Population, total","Prevalence of HIV, total (% of population ages 15-49)","Renewable internal freshwater resources per capita (cubic meters)","Services, etc., value added (% of GDP)","Surface area (sq. km)","Time required to start a business (days)","Workers' remittances and compensation of employees, received (current US$)"
2007,"Indonesia","IDN",39.829,13.7135610183562,29.4474329437964,2.182,6.92823E9,4.31933347453043E11,6.27813457517557,1650.0,3560.0,3.71701369059057E11,8.02792344871838E11,80.0,25.4036379262523,46.8333800333394,11.2843103829193,11.0800836520937,70.6114634146342,48.8020751912229,1.22190612291013,41.3893776963215,31.2,1.15383358216234,2.25630065484893E8,0.2,12578.1109618568,39.4530589483044,1904570.0,105.0,6.17402E9
2007,"Iran, Islamic Rep.","IRN",18.337,10.2166925830777,32.1789541754948,2.04,7.54497E8,2.86057933325518E11,7.82478831862593,3540.0,10840.0,2.51486382371896E11,7.697235589583E11,97.0,21.5382245121594,44.4749355457142,20.4623349579848,18.3044351448631,70.9504878048781,46.7300446612278,2.87323985762489,41.9171564817364,32.8,1.30831363823314,7.10210388745501E7,0.2,1809.32301239608,45.3083718712081,1745150.0,28.0,1.115E9
2007,"Italy","ITA",4.895,2.03564806047148,29.1943670124212,1.34,4.00401057355438E10,2.10163746852075E12,1.45670507178623,33490.0,30190.0,1.98837517975656E12,1.79259776921353E12,87.0,29.5007737992436,27.0299294360379,2.26436451256535,53.8950082460205,81.3129268292683,47.4383215365746,1.79558935733635,151.244551109403,3.7,0.732281692314131,5.9374701E7,0.4,3073.69968903086,70.9344225034906,301340.0,13.0,3.164977E9
2007,"Kazakhstan","KAZ",30.677,6.096588919775,49.4349504746924,2.36,1.018863E10,1.04853480212158E11,8.89999999999999,4970.0,9510.0,7.69389288837394E10,1.47211882645852E11,99.0,42.601353764893,40.639209254423,15.5270972952559,12.2746670799912,66.4132313498747,76.7842896936714,1.29963172950477,79.5822580436832,31.6,1.14380491168841,1.54842E7,0.1,4870.7714961057,53.264201825802,2724900.0,21.0,2.23E8
2007,"Korea, Rep.","KOR",5.472,2.88172367515564,41.9229487196581,1.26,1.5788E9,1.04923595118697E12,5.10582397211579,21210.0,26880.0,1.02755893534777E12,1.30261908010602E12,92.0,40.4124047576802,37.1231003838671,2.08035323642119,75.9344560013208,78.9692682926829,69.4157495438522,2.43483933034739,89.767087667162,4.84,0.328672275037912,4.8456E7,0.1,1338.32755489516,59.9951759409773,99260.0,17.0,1.1277E9
2007,"Kyrgyz Republic","KGZ",32.281,33.5702536670086,44.684986125164,2.7,2.0792E8,3.74462486602358E9,8.21132846104705,610.0,1980.0,3.19963879165333E9,1.03519708640504E10,99.0,89.8858957533986,18.9323518771922,13.4839854934768,14.3271949262627,67.6951219512195,94.8559636034216,3.10269668420759,41.4214296630244,38.4,0.819039958226238,5234800.0,0.1,8873.3093909987,47.4973944557993,199900.0,21.0,7.14779E8
2007,"Lao PDR","LAO",37.416,39.8959542422127,35.7309883525849,3.543,3.235E8,4.2999090448861E9,7.85899999999999,610.0,1920.0,3.73043660988351E9,1.16758952120272E10,40.0,50.9685199645438,30.7486308114827,5.37809502962139,1.64140759236365,64.7507317073171,46.2693507986214,0.340469642950788,24.2667175721875,70.2,1.8033439438902,6092332.0,0.2,31255.6833737886,29.3554149463046,236800.0,100.0,1000000.0
2007,"Latvia","LVA",15.206,3.27628719948629,41.9292417404719,1.42,2.2472E9,2.87658622031919E10,9.97759744100901,10090.0,16770.0,2.29710752870884E10,3.81661851085451E10,97.0,61.0606296389015,22.0486153459716,20.2951181197157,55.0228021615922,71.2170731707317,82.2932931847712,1.69825235624057,97.4038047537454,8.6,-0.5191893956554,2276100.0,0.8,7354.68564650059,74.6750974545421,64590.0,16.0,5.519E8
2007,"Lebanon","LBN",16.199,6.41244580748208,24.9308196475987,2.209,2.84456E9,2.47313176833181E10,7.50000000000001,6190.0,10910.0,2.53652086524847E10,4.47037368311755E10,53.0,49.0982568585858,23.9920255022705,3.92906391282844,38.3200134665744,71.9673170731707,63.9876944796774,5.12841676169519,30.7536413808176,29.4,1.02485866625349,4097075.80444739,0.1,1171.56729069782,69.5955286902474,10400.0,46.0,5.7692E9
2007,"Lesotho","LSO",73.464,7.39212791150323,52.7175454694586,3.373,1.3034E8,1.66956419545999E9,5.06424659600613,1040.0,1880.0,2.0765581424795E9,3.77011714751428E9,85.0,102.608639471754,36.0560787539561,9.16086610990079,3.4898346080435,42.5573170731707,151.835910646226,2.38584989065917,22.7337797323977,83.5,0.546789579432477,2005825.71559871,23.2,2607.40500000964,56.5517933345406,30350.0,73.0,4.43283E8
